Tract Number,Mean Age,Latitude,Longitude,GEOID
192420,33.2,34.094111,-118.1626205,1400000US06037201120
192510,38.5,34.0890575,-118.177957,1400000US06037201200
192520,32.8,34.088628,-118.187094,1400000US06037201301
192610,31.9,34.098103,-118.1841585,1400000US06037201302
192620,35.9,34.0809785,-118.18591,1400000US06037201401
1927,32.9,34.0686905,-118.188445,1400000US06037201402
194101,40.6,34.0872435,-118.1663745,1400000US06037201501
194102,47,34.0853625,-118.1734105,1400000US06037201503
1942,47.5,34.0810995,-118.1730255,1400000US06037201504
1943,48.5,34.071752,-118.17646,1400000US06037201601
194401,37.2,34.075975,-118.168817,1400000US06037201602
194402,37.1,34.068283,-118.1738345,1400000US06037201700
1945,40.2,34.059408,-118.197818,1400000US06037203100
1951,44.2,34.0517485,-118.1981725,1400000US06037203200
195201,38.1,34.059558,-118.205929,1400000US06037203300
195202,38.5,34.0549495,-118.2212065,1400000US06037203500
1953,36.7,34.0509745,-118.2085545,1400000US06037203600
1954,39,34.04985,-118.2009955,1400000US06037203710
1955,38.3,34.046939,-118.203105,1400000US06037203720
1956,41,34.045049,-118.196441,1400000US06037203800
195710,31.6,34.0342105,-118.195139,1400000US06037203900
195720,37.5,34.038791,-118.198734,1400000US06037204110
195802,34.8,34.033887,-118.2011895,1400000US06037204120
195803,34.9,34.043615,-118.205084,1400000US06037204200
195804,35.9,34.038738,-118.208061,1400000US06037204300
195901,41.2,34.046181,-118.214985,1400000US06037204410
195902,36.4,34.0445335,-118.211622,1400000US06037204420
195903,35.4,34.036247,-118.2161145,1400000US06037204600
1972,42.7,34.030962,-118.212412,1400000US06037204700
1973,36,34.028574,-118.2027025,1400000US06037204810
197410,42.1,34.023785,-118.2058885,1400000US06037204820
197420,34,34.0250545,-118.1964135,1400000US06037204910
1975,35.4,34.0181175,-118.197122,1400000US06037204920
1976,35.5,34.0244945,-118.214114,1400000US06037205110
1977,32.9,34.0191645,-118.2113105,1400000US06037205120
199001,33.4,34.0702965,-118.2318745,1400000US06037206010
199002,32.6,34.057696,-118.232064,1400000US06037206020
199110,33,34.0344105,-118.23121,1400000US06037206031
199120,33,34.0473465,-118.2237095,1400000US06037206032
199201,34.3,34.0290235,-118.2229675,1400000US06037206050
199202,39.1,34.04707,-118.2428045,1400000US06037206200
1993,43.4,34.0405235,-118.244262,1400000US06037206300
1994,36,34.0610075,-118.2449835,1400000US06037207101
1997,36.9,34.058835,-118.239167,1400000US06037207102
199801,33.2,34.0642795,-118.2398345,1400000US06037207103
199802,40.2,34.0469135,-118.251366,1400000US06037207301
1999,33.7,34.0474815,-118.2478185,1400000US06037207302
201110,40.3,34.056393,-118.24561,1400000US06037207400
201120,31.9,34.0565345,-118.2528675,1400000US06037207501
2012,38.3,34.0524315,-118.253282,1400000US06037207502
201301,34.6,34.0467345,-118.2622625,1400000US06037207710
201302,44.1,34.0403745,-118.260362,1400000US06037207900
201401,31.4,34.062852,-118.2552085,1400000US06037208000
201402,44.6,34.061991,-118.265842,1400000US06037208301
201501,36.5,34.0634965,-118.26261,1400000US06037208302
201503,33.6,34.063775,-118.269137,1400000US06037208401
201504,36.2,34.0682985,-118.265581,1400000US06037208402
201601,36.3,34.0694385,-118.271932,1400000US06037208501
201602,40.7,34.0660235,-118.2741745,1400000US06037208502
2017,30.4,34.071928,-118.280946,1400000US06037208610
2031,30.4,34.069656,-118.2780295,1400000US06037208620
2032,28.3,34.065666,-118.282003,1400000US06037208710
2033,22.8,34.062837,-118.2811225,1400000US06037208720
2035,39.2,34.0602215,-118.276593,1400000US06037208801
203601,37,34.061881,-118.2785535,1400000US06037208802
203602,34.1,34.0564435,-118.2723635,1400000US06037208902
203710,30.6,34.0594445,-118.273509,1400000US06037208903
203720,32.3,34.059592,-118.270177,1400000US06037208904
2038,30.9,34.05566,-118.2674565,1400000US06037209102
2039,34.1,34.0570845,-118.2639395,1400000US06037209103
204110,33,34.058994,-118.2663115,1400000US06037209104
204120,35.1,34.054276,-118.26086,1400000US06037209200
2042,27.7,34.0508765,-118.2678705,1400000US06037209300
2043,33.5,34.0568345,-118.2810775,1400000US06037209401
204410,35.3,34.0546635,-118.2772135,1400000US06037209402
204420,34.5,34.0531325,-118.273845,1400000US06037209403
2046,30.7,34.0530605,-118.281509,1400000US06037209510
2047,30.2,34.050539,-118.2769545,1400000US06037209520
204810,35.1,34.049228,-118.2819155,1400000US06037209810
204820,32.8,34.047197,-118.278215,1400000US06037209820
204910,30.6,34.0467975,-118.2717075,1400000US06037210010
204920,35.5,34.0683115,-118.3326325,1400000US06037211000
205110,28.1,34.0652025,-118.286978,1400000US06037211120
205120,27.5,34.0726225,-118.2849265,1400000US06037211121
206010,40,34.0726525,-118.289233,1400000US06037211122
206020,32.3,34.074518,-118.298475,1400000US06037211201
206050,39.2,34.074526,-118.2941155,1400000US06037211202
206051,36.4,34.0708895,-118.298462,1400000US06037211310
206052,31.9,34.0708825,-118.294158,1400000US06037211320
206053,42.3,34.0726125,-118.307315,1400000US06037211410
206054,28.5,34.072636,-118.302937,1400000US06037211420
206201,44.5,34.0725965,-118.316,1400000US06037211500
206202,57.6,34.0653255,-118.3184645,1400000US06037211701
206301,55.7,34.067143,-118.311589,1400000US06037211703
206302,52.6,34.0635115,-118.3116385,1400000US06037211704
206303,52.4,34.0635375,-118.304729,1400000US06037211802
207101,31.6,34.0671885,-118.3022325,1400000US06037211803
207102,41.3,34.0671615,-118.3066105,1400000US06037211804
207103,44,34.067207,-118.2985,1400000US06037211910
207303,35.6,34.067232,-118.292902,1400000US06037211921
207304,48.3,34.067223,-118.295398,1400000US06037211922
207305,34.9,34.0635935,-118.29414,1400000US06037212101
207306,35.9,34.0635735,-118.298496,1400000US06037212102
207307,34.7,34.056368,-118.2879195,1400000US06037212202
207308,34.5,34.0597625,-118.290359,1400000US06037212203
2074,32.2,34.0597755,-118.2861875,1400000US06037212204
207501,36.2,34.059763,-118.2935145,1400000US06037212303
207502,70.8,34.0597395,-118.2982,1400000US06037212304
207711,38.9,34.056107,-118.298204,1400000US06037212305
207712,34,34.0561295,-118.2940735,1400000US06037212306
207901,32.1,34.05971,-118.301987,1400000US06037212410
207902,30.9,34.056087,-118.301978,1400000US06037212420
208001,31.4,34.0560675,-118.305364,1400000US06037212501
208002,32.1,34.0580795,-118.306623,1400000US06037212502
208301,26.6,34.0598685,-118.314272,1400000US06037212610
208302,34.1,34.0562585,-118.313612,1400000US06037212620
208401,34.3,34.0546775,-118.3194445,1400000US06037212701
208402,33.2,34.0575235,-118.3258035,1400000US06037212702
208501,39.7,34.0523625,-118.330411,1400000US06037212800
208502,35.2,34.0501175,-118.321485,1400000US06037212900
208610,35.7,34.0508045,-118.3133105,1400000US06037213100
208620,33.4,34.052656,-118.3044735,1400000US06037213201
208710,40.2,34.0490315,-118.3045065,1400000US06037213202
208720,34.9,34.0508675,-118.29803,1400000US06037213310
208801,37,34.0508855,-118.2937275,1400000US06037213320
208802,34.7,34.053716,-118.287906,1400000US06037213401
208902,30.5,34.0498995,-118.28787,1400000US06037213402
208903,30.5,34.0745805,-118.3486205,1400000US06037214000
208904,33.9,34.074602,-118.339096,1400000US06037214100
209103,30.3,34.078166,-118.3573315,1400000US06037214400
209104,34.2,34.070503,-118.357312,1400000US06037214501
209105,25.9,34.0677735,-118.35135,1400000US06037214502
209106,30.4,34.0673015,-118.3536195,1400000US06037214503
209201,32.5,34.0725795,-118.365913,1400000US06037214600
209202,26.1,34.0665205,-118.366383,1400000US06037214700
2093,32.7,34.070088,-118.3732965,1400000US06037214800
209401,38.4,34.0742895,-118.387219,1400000US06037214901
209402,28.7,34.073012,-118.379762,1400000US06037214902
209403,36.4,34.063565,-118.3542505,1400000US06037215101
209510,31.7,34.0648495,-118.3456205,1400000US06037215102
209520,28.9,34.0568595,-118.3378575,1400000US06037216100
209810,41.8,34.05688,-118.3480075,1400000US06037216200
209820,31.8,34.059083,-118.363807,1400000US06037216300
210010,33.1,34.0563915,-118.3799175,1400000US06037216401
2110,40.3,34.06116,-118.3804405,1400000US06037216402
211121,31.2,34.048208,-118.371729,1400000US06037216700
211122,31.8,34.055507,-118.369996,1400000US06037216800
211123,38.2,34.0504795,-118.36321,1400000US06037216900
211124,39.3,34.0519395,-118.3873275,1400000US06037217001
211201,32.9,34.049649,-118.381096,1400000US06037217002
211202,38.3,34.049342,-118.354404,1400000US06037217100
211310,30.9,34.049375,-118.3418365,1400000US06037217200
211320,30.3,34.044154,-118.3286425,1400000US06037218110
211410,43.7,34.0436875,-118.320626,1400000US06037218120
211420,32.9,34.043303,-118.3422655,1400000US06037218210
2115,43.4,34.043498,-118.334779,1400000US06037218220
211701,41.8,34.041276,-118.3549225,1400000US06037218300
211703,39.1,34.037613,-118.3607045,1400000US06037218400
211704,43.5,34.0375635,-118.3505565,1400000US06037218500
211802,34.9,34.037184,-118.3427065,1400000US06037218600
211803,33.7,34.0372715,-118.333362,1400000US06037218701
211804,40.5,34.0327605,-118.335031,1400000US06037218702
211910,32.3,34.037556,-118.323034,1400000US06037218800
211921,31.8,34.0331165,-118.3238185,1400000US06037218900
211922,30.9,34.027596,-118.322938,1400000US06037219010
212101,34.6,34.021941,-118.3229865,1400000US06037219020
212102,32.8,34.026962,-118.3316675,1400000US06037219300
212202,30.1,34.0211635,-118.3405655,1400000US06037219500
212203,40.6,34.028076,-118.347852,1400000US06037219700
212204,34.9,34.0298385,-118.354579,1400000US06037219800
212303,29.8,34.0297025,-118.3604535,1400000US06037219901
212304,32.3,34.0305455,-118.36963,1400000US06037219902
212305,31.1,34.0276275,-118.3405665,1400000US06037220000
212306,36,34.0241755,-118.3664325,1400000US06037220100
212410,32.1,34.0455315,-118.2878625,1400000US06037221110
212420,32.9,34.042054,-118.2878455,1400000US06037221120
212501,33.5,34.04359,-118.3026265,1400000US06037221210
212502,36.4,34.0436145,-118.2961455,1400000US06037221220
212610,38.8,34.0417465,-118.3114895,1400000US06037221302
212620,35.9,34.0453825,-118.308407,1400000US06037221303
212701,45.3,34.045369,-118.314651,1400000US06037221304
212702,46,34.0339245,-118.3133125,1400000US06037221401
2128,43.7,34.038279,-118.308985,1400000US06037221402
2129,40.4,34.034856,-118.3046185,1400000US06037221500
2131,40.2,34.034833,-118.2959055,1400000US06037221601
213201,37.7,34.038415,-118.292179,1400000US06037221602
213202,39.5,34.034366,-118.287757,1400000US06037221710
213310,37.5,34.0305765,-118.292359,1400000US06037221810
213320,35.4,34.0305755,-118.286386,1400000US06037221820
213401,31.6,34.0260705,-118.289757,1400000US06037221900
213402,34.2,34.0282015,-118.3132745,1400000US06037222001
2140,39.8,34.0218995,-118.3135615,1400000US06037222002
2141,43.5,34.027317,-118.3024105,1400000US06037222100
2144,34.1,34.0309165,-118.302424,1400000US06037222200
214501,35.1,34.021865,-118.3045305,1400000US06037222500
214503,36.7,34.0218365,-118.2958795,1400000US06037222600
214504,28.7,34.020537,-118.2847645,1400000US06037222700
214505,33,34.036945,-118.2655625,1400000US06037224010
2146,36.4,34.030734,-118.267245,1400000US06037224020
2147,44.7,34.041032,-118.277298,1400000US06037224200
2148,37.2,34.043569,-118.2820315,1400000US06037224310
214902,34.7,34.041517,-118.2804885,1400000US06037224320
214903,40.2,34.0343195,-118.2789565,1400000US06037224410
214904,37.9,34.0318675,-118.2778715,1400000US06037224420
215101,31.1,34.0223275,-118.2717135,1400000US06037224600
215102,34.8,34.0263755,-118.279223,1400000US06037224700
2161,47.7,34.0245655,-118.251001,1400000US06037226001
216201,40.9,34.033429,-118.249304,1400000US06037226002
216202,38.7,34.0242035,-118.2622875,1400000US06037226410
216301,48.6,34.021775,-118.2569205,1400000US06037226420
216302,32.5,34.017615,-118.2623795,1400000US06037226700
216401,36.2,34.018875,-118.247064,1400000US06037227010
216402,37.9,34.0161415,-118.2516245,1400000US06037227020
2167,40.8,34.010118,-118.244922,1400000US06037228100
2168,40.6,34.010168,-118.2525945,1400000US06037228210
216901,44.1,34.0065835,-118.2519225,1400000US06037228220
216902,37.1,34.011872,-118.262852,1400000US06037228310
217001,34.4,34.007893,-118.263681,1400000US06037228320
217002,35.5,34.014163,-118.2690345,1400000US06037228410
217101,30.2,34.00749,-118.270975,1400000US06037228420
217102,40.3,34.003629,-118.2695985,1400000US06037228500
2172,40.1,34.003674,-118.260853,1400000US06037228600
218110,34.5,33.9993805,-118.2542925,1400000US06037228710
218120,36.2,33.9993695,-118.2499415,1400000US06037228720
218210,36.3,33.999104,-118.2430855,1400000US06037228800
218220,38.6,33.992114,-118.242838,1400000US06037228900
2183,35,33.992164,-118.2520985,1400000US06037229100
2184,30.9,33.99828,-118.260835,1400000US06037229200
2185,38,33.998151,-118.269586,1400000US06037229300
2186,38.2,33.9922445,-118.2695665,1400000US06037229410
218701,38,33.9925325,-118.2608205,1400000US06037229420
218702,38.5,34.016069,-118.2760825,1400000US06037231100
2188,37.3,34.014521,-118.2980095,1400000US06037231210
2189,32.7,34.014515,-118.28932,1400000US06037231220
219010,38.7,34.0145435,-118.304539,1400000US06037231300
219020,30.6,34.014552,-118.312994,1400000US06037231400
2193,34.6,34.0072765,-118.310826,1400000US06037231500
2195,44.5,34.00727,-118.2980435,1400000US06037231600
2197,32.6,34.007373,-118.2893345,1400000US06037231710
2198,33.1,34.007429,-118.2840635,1400000US06037231720
219901,28.9,34.0074525,-118.27748,1400000US06037231800
219902,35.2,33.9996995,-118.277466,1400000US06037231900
2200,35.2,33.9994895,-118.2893225,1400000US06037232110
2201,47.3,33.9997375,-118.28378,1400000US06037232120
221110,36,34.0016535,-118.2980375,1400000US06037232200
221120,30.2,33.9975775,-118.29803,1400000US06037232300
221210,37,33.999376,-118.310834,1400000US06037232400
221220,37.4,33.992088,-118.3107815,1400000US06037232500
221302,35.3,33.9920885,-118.298021,1400000US06037232600
221303,31.7,33.992427,-118.285947,1400000US06037232700
221304,33.8,33.9924525,-118.2771805,1400000US06037232800
221401,34.9,34.011672,-118.322292,1400000US06037234000
221402,34.6,34.016776,-118.331087,1400000US06037234200
2215,35.5,34.007159,-118.3293635,1400000US06037234300
221601,36.4,33.997504,-118.3246435,1400000US06037234501
221602,31.8,34.001849,-118.32479,1400000US06037234502
221710,30.8,33.9926585,-118.327201,1400000US06037234600
221810,23.8,33.987231,-118.327693,1400000US06037234700
221820,24.1,33.9818325,-118.3220865,1400000US06037234800
2219,21.3,33.981784,-118.328655,1400000US06037234901
222001,37.1,33.981753,-118.3346945,1400000US06037234902
222002,31.6,33.9855355,-118.348147,1400000US06037235100
2221,31.2,33.9744985,-118.322127,1400000US06037235201
2222,35,33.972711,-118.3308415,1400000US06037235202
2225,30.4,34.009386,-118.367527,1400000US06037236000
2226,26.7,34.0120535,-118.3418225,1400000US06037236100
2227,19.3,34.0167105,-118.352691,1400000US06037236202
224010,30.6,34.0176365,-118.347316,1400000US06037236203
224020,32.1,34.014877,-118.349074,1400000US06037236204
2242,30,34.0049835,-118.349179,1400000US06037236400
224310,31.3,33.9855155,-118.291439,1400000US06037237101
224320,34.4,33.9856665,-118.283741,1400000US06037237102
224410,28.3,33.985727,-118.299118,1400000US06037237201
224420,29.7,33.985482,-118.310035,1400000US06037237202
2246,30.5,33.978464,-118.3111655,1400000US06037237300
224701,21.5,33.9784655,-118.2947775,1400000US06037237401
224702,21,33.978462,-118.3013325,1400000US06037237402
226001,27.8,33.978414,-118.289297,1400000US06037237500
226002,34.8,33.978508,-118.283801,1400000US06037237600
226410,31.7,33.972693,-118.28613,1400000US06037237710
226420,32.2,33.9692975,-118.286182,1400000US06037237720
226701,27.8,33.9709525,-118.298091,1400000US06037237800
226702,29.5,33.970932,-118.311186,1400000US06037237900
227010,30.3,33.945472,-118.3089905,1400000US06037238000
227020,30.2,33.963625,-118.3111985,1400000US06037238100
2281,27.7,33.963641,-118.2981045,1400000US06037238200
228210,31.4,33.9660195,-118.2861825,1400000US06037238310
228220,31,33.962152,-118.2861365,1400000US06037238320
228310,29.1,33.956361,-118.309005,1400000US06037238400
228320,25,33.9857845,-118.277227,1400000US06037239201
228410,30.2,33.985588,-118.265182,1400000US06037239202
228420,26,33.9785445,-118.27732,1400000US06037239310
2285,28.7,33.978568,-118.2717375,1400000US06037239320
2286,29.8,33.9785785,-118.262973,1400000US06037239330
228710,28.7,33.9729715,-118.2629705,1400000US06037239501
228720,28.3,33.9693555,-118.262964,1400000US06037239502
2288,29.9,33.972754,-118.2751255,1400000US06037239601
2289,26.4,33.9695945,-118.2751195,1400000US06037239602
2291,28.9,33.9660325,-118.2751155,1400000US06037239701
2292,30,33.96229,-118.275105,1400000US06037239702
2293,28.5,33.96606,-118.2629565,1400000US06037239801
229410,30.2,33.962406,-118.2629525,1400000US06037239802
229420,28.3,33.9583205,-118.263794,1400000US06037240010
2311,35.5,33.954224,-118.263804,1400000US06037240020
231210,31.2,33.9559485,-118.2761875,1400000US06037240200
231220,30.9,33.9564355,-118.2859575,1400000US06037240300
231301,33,33.949905,-118.2854905,1400000US06037240401
231302,33.6,33.9445585,-118.285496,1400000US06037240402
2314,39.3,33.9469185,-118.275892,1400000US06037240500
2315,37.6,33.946958,-118.2683925,1400000US06037240600
231601,40.4,33.947574,-118.2593445,1400000US06037240700
231602,34,33.9385955,-118.261821,1400000US06037240800
231603,29,33.9348825,-118.261859,1400000US06037240900
231710,32.1,33.929254,-118.2671865,1400000US06037241001
231720,32.3,33.925538,-118.2615615,1400000US06037241002
2318,29.7,33.936481,-118.271695,1400000US06037241110
231901,41.4,33.9364705,-118.276946,1400000US06037241120
231902,25.6,33.9402795,-118.2857015,1400000US06037241201
232110,33.1,33.9333785,-118.2856645,1400000US06037241202
232120,28.9,33.926092,-118.2860545,1400000US06037241300
2322,39,33.925504,-118.275396,1400000US06037241400
2323,34.6,33.9392665,-118.250222,1400000US06037242000
232401,35.5,33.945696,-118.2321075,1400000US06037242100
232402,40,33.948204,-118.238625,1400000US06037242200
2325,36.4,33.948744,-118.246174,1400000US06037242300
232601,34.5,33.932497,-118.2502625,1400000US06037242600
232602,34.9,33.9363625,-118.242647,1400000US06037242700
232701,29.7,33.938704,-118.2338885,1400000US06037243000
232702,31.4,33.933448,-118.234588,1400000US06037243100
2328,30.2,34.110602,-118.395214,1400000US06037261101
234001,46.8,34.1110565,-118.422746,1400000US06037261102
234002,41.6,34.108261,-118.4432895,1400000US06037261200
2342,44.4,34.1022655,-118.445475,1400000US06037262100
234301,37.1,34.1015635,-118.468744,1400000US06037262200
234302,46.2,34.10129,-118.494583,1400000US06037262301
234501,35.6,34.0753195,-118.477468,1400000US06037262302
234502,32.3,34.0673175,-118.486919,1400000US06037262303
2346,40.7,34.0876735,-118.5072195,1400000US06037262400
2347,40.7,34.049658,-118.5202905,1400000US06037262501
2348,34.2,34.073806,-118.5567815,1400000US06037262601
234901,29.5,34.05192037,-118.5490685,1400000US06037262604
234902,38.6,34.0424942,-118.5425851,1400000US06037262704
2351,46.3,34.03867557,-118.5269907,1400000US06037262706
235201,39.6,34.0430379,-118.5061199,1400000US06037262802
235202,41,34.0560275,-118.4819375,1400000US06037264000
236001,52.7,34.059953,-118.4686465,1400000US06037264102
236101,50.6,34.0553735,-118.466128,1400000US06037264103
236102,39.5,34.0503875,-118.464617,1400000US06037264301
236203,31.7,34.046932,-118.477869,1400000US06037264302
236204,32.7,34.073502,-118.42787,1400000US06037265100
236205,30.4,34.067255,-118.4366455,1400000US06037265201
236206,42.8,34.0617355,-118.4410225,1400000US06037265202
2364,44.4,34.0709425,-118.4463495,1400000US06037265301
237101,28.9,34.067264,-118.4533525,1400000US06037265303
237102,29.6,34.0674805,-118.451101,1400000US06037265304
237201,30,34.0631275,-118.4493085,1400000US06037265305
237202,31.9,34.06678,-118.4636105,1400000US06037265410
2373,36.7,34.070607,-118.4605875,1400000US06037265420
237401,32.4,34.056185,-118.443321,1400000US06037265510
237402,37.6,34.0513145,-118.4415325,1400000US06037265520
2375,33,34.0558665,-118.433093,1400000US06037265601
2376,33.3,34.060621,-118.434347,1400000US06037265602
237710,23,34.0618485,-118.423284,1400000US06037265700
237720,20.9,34.052737,-118.4245685,1400000US06037267100
2378,35.9,34.0453165,-118.4373595,1400000US06037267200
2379,35.2,34.045239,-118.449709,1400000US06037267300
2380,48.9,34.042643,-118.465557,1400000US06037267402
2381,39.6,34.047607,-118.4565715,1400000US06037267403
2382,42.4,34.0456605,-118.460472,1400000US06037267404
238310,29.8,34.041347,-118.456076,1400000US06037267501
238320,29.1,34.0373665,-118.4626315,1400000US06037267502
2384,42.3,34.034536,-118.4525605,1400000US06037267600
239201,30.3,34.0387565,-118.444387,1400000US06037267700
239202,27.7,34.0404165,-118.430463,1400000US06037267800
239310,26.9,34.0567325,-118.413721,1400000US06037267901
239320,28.9,34.047558,-118.4201495,1400000US06037267902
239330,30,34.043327,-118.4043575,1400000US06037269000
239501,31.6,34.0528745,-118.3952305,1400000US06037269100
239502,27.5,34.0402885,-118.414036,1400000US06037269300
239601,30.7,34.0419315,-118.3933555,1400000US06037269500
239602,29.3,34.041783,-118.379673,1400000US06037269601
239701,25.8,34.043301,-118.384325,1400000US06037269602
239702,30.4,34.036058,-118.3859215,1400000US06037269700
239801,30.1,34.0330585,-118.3968355,1400000US06037269800
239802,30.5,34.020876,-118.4064875,1400000US06037269903
240010,30.7,34.0274735,-118.4121435,1400000US06037269904
240020,28,34.0217235,-118.4015665,1400000US06037269905
2402,29,34.025156,-118.403135,1400000US06037269906
240301,28.8,34.0277405,-118.4066145,1400000US06037269907
240302,29.1,34.026374,-118.395677,1400000US06037270100
240401,28.9,34.0329455,-118.380005,1400000US06037270200
240402,30.3,34.039747,-118.3704125,1400000US06037270300
2405,27.8,34.034177,-118.427171,1400000US06037271100
2406,29.5,34.031579,-118.4431825,1400000US06037271200
2407,29.3,34.023895,-118.4412965,1400000US06037271300
2408,29.8,34.010017,-118.4474055,1400000US06037271400
240901,30.7,34.01663,-118.4375635,1400000US06037271500
240902,30,34.0213795,-118.4310805,1400000US06037271600
241001,31,34.0262225,-118.419751,1400000US06037271701
241002,30.2,34.025252,-118.426283,1400000US06037271702
241110,29.1,34.0166435,-118.4181365,1400000US06037271801
241120,30.6,34.0200095,-118.4125875,1400000US06037271802
241201,34.3,34.0137065,-118.424224,1400000US06037271901
241202,30.8,34.009731,-118.4316705,1400000US06037271902
2413,33.5,34.0038595,-118.4422725,1400000US06037272100
2414,29.5,34.000385,-118.434124,1400000US06037272201
2420,32.6,33.9974645,-118.439035,1400000US06037272202
2421,20.3,34.0044305,-118.4228455,1400000US06037272301
242201,28.4,34.0022415,-118.4275865,1400000US06037272302
242202,24,34.00358,-118.460606,1400000US06037273100
2423,23.9,33.99686,-118.4672375,1400000US06037273200
2426,23.2,33.9956475,-118.472047,1400000US06037273300
2427,29.1,33.99279828,-118.4770569,1400000US06037273402
243001,31.7,33.98764338,-118.4696387,1400000US06037273502
243002,28.7,33.993484,-118.459266,1400000US06037273600
2431,25.9,33.99869,-118.452731,1400000US06037273700
261102,48.6,33.9935715,-118.4512505,1400000US06037273800
261103,44.4,33.98377459,-118.4640606,1400000US06037273902
261104,49.9,33.9883695,-118.450146,1400000US06037274100
2612,47.9,33.97183937,-118.4601234,1400000US06037274202
2621,54.3,33.99916,-118.4045585,1400000US06037275101
2622,42.9,33.9978895,-118.4109765,1400000US06037275102
262301,44.2,33.9953035,-118.4216305,1400000US06037275200
262302,50.5,33.9825085,-118.4328715,1400000US06037275302
262303,52.4,33.9886515,-118.4224605,1400000US06037275311
2624,49.3,33.9906355,-118.4389485,1400000US06037275400
262501,44.3,33.9923405,-118.4142945,1400000US06037275500
262601,46.4,33.9755865,-118.414947,1400000US06037275602
262604,47.5,33.986639,-118.405224,1400000US06037275603
262704,44,33.9702295,-118.386834,1400000US06037276000
262706,44.7,33.975517,-118.372532,1400000US06037276100
262802,49.5,33.967988,-118.4089775,1400000US06037276400
2640,48.8,33.967159,-118.4197785,1400000US06037276500
264102,37.5,33.9657265,-118.432256,1400000US06037276601
264103,36.8,33.9562775,-118.437016,1400000US06037276603
264303,29.8,33.9567545,-118.4244035,1400000US06037276604
264304,32.2,33.9712845,-118.4009375,1400000US06037277000
264305,36.4,33.9660065,-118.37815,1400000US06037277100
264306,35,33.952729,-118.381902,1400000US06037277200
2651,58.3,33.949046,-118.3743515,1400000US06037277400
265201,32.3,33.955837,-118.4023185,1400000US06037278001
265203,47.2,33.96269392,-118.4444466,1400000US06037278102
265204,24.4,33.920071,-118.2864,1400000US06037291110
265301,19.2,33.9127895,-118.286915,1400000US06037291120
265303,22,33.901689,-118.287002,1400000US06037291130
265304,21.4,33.8892885,-118.287175,1400000US06037291210
265306,21.4,33.8771105,-118.2864455,1400000US06037291220
265307,25.2,33.8659415,-118.295352,1400000US06037291300
265410,38.4,33.847758,-118.297202,1400000US06037292000
265420,44.2,33.831492,-118.3041515,1400000US06037293201
265521,31.1,33.8194175,-118.303755,1400000US06037293202
265522,25.9,33.8102215,-118.303639,1400000US06037293301
265523,33.9,33.802382,-118.304171,1400000US06037293302
265524,36.6,33.792616,-118.3043215,1400000US06037293304
265601,36.9,33.7829565,-118.303708,1400000US06037293306
265602,53.9,33.786479,-118.3043115,1400000US06037293307
265701,42.7,33.797961,-118.2592835,1400000US06037294110
265702,57.8,33.795656,-118.2471535,1400000US06037294120
267101,31.1,33.794846,-118.269301,1400000US06037294200
267102,44.1,33.794497,-118.2807785,1400000US06037294301
267201,36.3,33.7848645,-118.2793115,1400000US06037294302
267202,32.9,33.794186,-118.288934,1400000US06037294410
2673,33.9,33.7894135,-118.2958265,1400000US06037294421
267403,29.8,33.7865645,-118.271704,1400000US06037294510
267404,33.1,33.7868625,-118.2657205,1400000US06037294520
267405,31.6,33.787242,-118.2581725,1400000US06037294610
267406,32,33.78725,-118.2472725,1400000US06037294620
267502,34.1,33.7766155,-118.25296,1400000US06037294701
267503,31.2,33.779492,-118.271558,1400000US06037294810
267504,32.7,33.779804,-118.2655705,1400000US06037294820
2676,45.3,33.772277,-118.2673985,1400000US06037294830
2677,36.2,33.773417,-118.2779635,1400000US06037294900
2678,42.5,33.760268,-118.2968435,1400000US06037295103
267901,66.5,33.748135,-118.283727,1400000US06037296210
267902,38.7,33.74101,-118.2837425,1400000US06037296220
2690,45.9,33.7536825,-118.300135,1400000US06037296300
2691,36.5,33.7417575,-118.3143515,1400000US06037296401
2693,46.9,33.7455135,-118.303183,1400000US06037296402
2695,45.4,33.7480855,-118.2929285,1400000US06037296500
269601,31.8,33.739883,-118.292314,1400000US06037296600
269602,32.4,33.730163,-118.2945655,1400000US06037296901
2697,35.8,33.7351435,-118.2945475,1400000US06037296902
2698,34.9,33.7324785,-118.310758,1400000US06037297000
269903,30.9,33.7346615,-118.284188,1400000US06037297110
269905,31.8,33.727169,-118.284224,1400000US06037297120
269906,33.3,33.7247115,-118.2912825,1400000US06037297201
269907,32,33.724736,-118.299008,1400000US06037297202
269908,37.1,33.72072214,-118.3123083,1400000US06037297300
269909,37.9,33.7262015,-118.3220603,1400000US06037297400
270101,34.2,33.713354,-118.3018828,1400000US06037297500
270102,33.4,33.71456779,-118.2879352,1400000US06037297601
2702,37.1,33.7162305,-118.2903905,1400000US06037297602
2703,37.7,34.240611,-118.235107,1400000US06037300100
2711,44.6,34.228725,-118.237835,1400000US06037300200
2712,33.1,34.248378,-118.2527395,1400000US06037300301
2713,40.9,34.228257,-118.25731,1400000US06037300400
2714,46.9,34.2212985,-118.239588,1400000US06037300501
2715,44.7,34.2117495,-118.225292,1400000US06037300502
2716,31.3,34.2067165,-118.2368375,1400000US06037300600
271702,30.9,34.202483,-118.2588315,1400000US06037300701
271703,33.6,34.1907305,-118.2577215,1400000US06037300702
271704,30.9,34.1850915,-118.219529,1400000US06037300800
